Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2023,Fall,2023-fa,PHYS,580,Quantum Mechanics I,DIS,4,3,3,0,0,1,1,0,1,0,0,0,0,0,13,"Varga, A"
2023,Fall,2023-fa,PHYS,580,Quantum Mechanics I,LEC,12,14,6,7,4,0,0,2,3,3,0,0,0,2,53,"Eberhardt, Ibrahim"
2023,Fall,2023-fa,PHYS,580,Quantum Mechanics I,LEC,10,10,7,3,2,0,0,0,2,0,0,3,1,1,39,"Varga, Andrew"
2023,Fall,2023-fa,PHYS,580,Quantum Mechanics I,LEC,4,12,4,10,5,0,2,0,2,0,0,0,0,2,41,"Whitcombe, Halvard"
2023,Spring,2023-sp,PHYS,580,Quantum Mechanics I,ONL,6,13,3,3,4,0,2,1,1,1,0,4,0,2,40,"Whitcombe, Halvard"
2024,Fall,2024-fa,PHYS,580,Quantum Mechanics I,LEC,16,9,4,10,6,4,0,0,0,3,4,0,0,1,57,"Whitcombe, H"
2024,Spring,2024-sp,PHYS,580,Quantum Mechanics I,LEC,4,4,1,3,1,1,1,0,0,1,0,1,0,0,17,"Eberhardt, Ibrahim"
2024,Spring,2024-sp,PHYS,580,Quantum Mechanics I,LEC,17,7,8,4,4,2,0,0,0,0,0,0,0,0,42,"Whitcombe, Halvard"
2025,Fall,2025-fa,PHYS,580,Quantum Mechanics I,LEC,3,5,2,2,4,2,0,0,0,0,0,0,0,0,18,"Whitcombe, Halvard"
2025,Spring,2025-sp,PHYS,580,Quantum Mechanics I,ONL,18,11,6,3,2,2,0,0,0,2,0,0,1,1,46,"Eberhardt, Ibrahim"
2020,Fall,2020-fa,STAT,100,Statistics,LEC,52,40,17,14,15,16,2,0,5,4,0,6,4,3,178,"Quintanilla, Rohan"
2020,Spring,2020-sp,STAT,100,Statistics,LEC,36,82,34,24,28,8,0,11,2,0,3,0,4,11,243,"Haldane, Bolanle"
2020,Spring,2020-sp,STAT,100,Statistics,LEC,107,73,34,21,26,17,18,9,5,13,19,0,5,7,354,"Quintanilla, Rohan"
2021,Fall,2021-fa,STAT,100,Statistics,LCD,78,47,26,17,10,16,12,4,0,6,17,0,0,7,240,"Quintanilla, Rohan"
2021,Fall,2021-fa,STAT,100,Statistics,LEC,22,52,19,10,12,12,2,0,2,0,0,6,0,3,140,"Haldane, Bolanle"
2021,Fall,2021-fa,STAT,100,Statistics,ONL,27,71,56,20,28,17,4,17,0,0,7,2,0,7,256,"Grimaldi, G"
2021,Spring,2021-sp,STAT,100,Statistics,DIS,13,24,12,15,6,4,4,1,2,0,1,6,7,0,95,"Haldane, B"
2021,Spring,2021-sp,STAT,100,Statistics,LEC,31,71,38,33,31,29,17,0,0,13,3,6,0,8,280,"Grimaldi, Geoffrey"
2021,Spring,2021-sp,STAT,100,Statistics,LEC,54,92,34,26,15,7,4,5,0,0,0,12,0,10,259,"Haldane, Bolanle"
2021,Spring,2021-sp,STAT,100,Statistics,LEC,110,61,51,50,18,18,15,3,12,0,0,3,12,10,363,"Quintanilla, R"
2022,Fall,2022-fa,STAT,100,Statistics,LEC,29,41,20,19,12,11,4,10,1,12,0,3,4,11,177,"Haldane, Bolanle"
2022,Fall,2022-fa,STAT,100,Statistics,LEC,57,44,24,11,10,19,3,7,7,9,3,7,10,7,218,"Quintanilla, Rohan"
2022,Spring,2022-sp,STAT,100,Statistics,DIS,25,30,12,12,14,3,1,2,0,0,0,0,3,1,103,"Matsuda, P"
2022,Spring,2022-sp,STAT,100,Statistics,LEC,40,73,33,25,23,31,0,21,16,0,0,3,16,14,295,"Grimaldi, Geoff"
2022,Spring,2022-sp,STAT,100,Statistics,LEC,34,58,28,12,24,6,7,0,3,0,1,0,6,7,186,"Haldane, Bolanle"
2023,Fall,2023-fa,STAT,100,Statistics,LCD,35,96,50,46,40,13,0,7,0,12,15,12,0,11,337,"Grimaldi, Geoffrey"
2023,Spring,2023-sp,STAT,100,Statistics,LEC,85,61,24,32,16,17,10,0,0,11,2,0,0,5,263,"Quintanilla, Rohan"
2024,Fall,2024-fa,STAT,100,Statistics,LEC,85,65,19,28,33,17,6,14,20,0,0,5,0,4,296,"Quintanilla, Rohan"
2025,Fall,2025-fa,STAT,100,Statistics,LEC,15,34,22,15,11,5,8,2,9,0,0,0,2,2,125,
2025,Fall,2025-fa,STAT,100,Statistics,LEC,38,56,37,15,29,22,7,8,6,0,3,18,2,2,243,"Staff"
2020,Spring,2020-sp,STAT,107,Data Science Discovery,LCD,146,131,19,7,17,11,18,0,5,11,0,16,19,14,414,"Jankowski, Elif"
2021,Fall,2021-fa,STAT,107,Data Science Discovery,ONL,75,59,20,8,19,0,0,3,3,0,3,4,1,5,200,"Jankowski, Elif"
2022,Spring,2022-sp,STAT,107,Data Science Discovery,LEC,82,57,20,24,11,1,10,10,5,7,9,7,0,9,252,"Jankowski, Elif"
2023,Fall,2023-fa,STAT,107,Data Science Discovery,ONL,166,125,25,33,26,9,7,0,0,5,4,0,0,11,411,"Jankowski, Elif"
2024,Spring,2024-sp,STAT,107,Data Science Discovery,LCD,128,93,37,9,25,0,18,4,3,7,0,4,11,5,344,"Jankowski, Elif"
2025,Spring,2025-sp,STAT,107,Data Science Discovery,LEC,99,66,16,7,13,5,0,0,7,2,0,10,5,2,232,"Jankowski, Elif"
2020,Fall,2020-fa,STAT,200,Statistical Analysis,LCD,15,11,6,3,4,1,0,0,2,3,3,2,0,3,53,"Quintanilla, R"
2021,Spring,2021-sp,STAT,200,Statistical Analysis,DIS,1,2,2,1,0,1,0,0,0,0,1,0,0,1,9,"Quintanilla, R"
2021,Spring,2021-sp,STAT,200,Statistical Analysis,LEC,17,16,3,2,4,3,0,5,0,0,0,1,2,2,55,"Quintanilla, Rohan"
2022,Spring,2022-sp,STAT,200,Statistical Analysis,LEC,13,10,5,3,7,4,0,0,0,0,0,1,0,3,46,"Quintanilla, Rohan"
2023,Fall,2023-fa,STAT,200,Statistical Analysis,LEC,16,7,0,1,2,0,1,2,0,0,0,2,0,0,31,"Quintanilla, Rohan"
2024,Fall,2024-fa,STAT,200,Statistical Analysis,LEC,9,8,6,5,3,0,0,1,0,1,0,1,0,0,34,"Quintanilla, Rohan"
2024,Spring,2024-sp,STAT,200,Statistical Analysis,ONL,8,4,3,1,2,0,0,2,0,0,2,1,0,1,24,"Quintanilla, Rohan"
2020,Spring,2020-sp,STAT,207,Data Science Exploration,LCD,33,31,8,19,13,0,0,8,0,2,0,0,0,2,116,"Tremblay, Eitan"
2020,Spring,2020-sp,STAT,207,Data Science Exploration,LEC,30,25,16,10,3,0,1,3,2,7,0,2,7,3,109,"Danforth, Liesbeth"
2021,Fall,2021-fa,STAT,207,Data Science Exploration,LEC,52,30,17,7,8,0,0,0,1,0,0,1,0,3,119,"van der Berg, Bolanle"
2021,Spring,2021-sp,STAT,207,Data Science Exploration,LEC,57,41,21,8,5,2,0,4,0,0,0,0,0,3,141,"Danforth, Liesbeth"
2021,Spring,2021-sp,STAT,207,Data Science Exploration,LEC,21,37,15,11,3,0,0,3,0,0,8,2,3,2,105,"Tremblay, E"
2022,Fall,2022-fa,STAT,207,Data Science Exploration,LCD,58,40,12,11,9,13,11,6,4,1,1,0,0,4,170,"van der Berg, Bolanle"
2022,Fall,2022-fa,STAT,207,Data Science Exploration,LEC,27,37,17,12,8,11,0,5,0,1,0,0,2,3,123,"Tremblay, Eitan"
2022,Spring,2022-sp,STAT,207,Data Science Exploration,LEC,43,33,27,9,2,9,0,1,6,0,0,3,2,3,138,"Danforth, Liesbeth"
2022,Spring,2022-sp,STAT,207,Data Science Exploration,LEC,31,27,13,18,10,7,6,13,4,0,0,0,0,3,132,"Tremblay, E"
2023,Fall,2023-fa,STAT,207,Data Science Exploration,LEC,68,35,14,10,4,5,7,1,2,5,5,0,0,1,157,"Danforth, Liesbeth"
2023,Fall,2023-fa,STAT,207,Data Science Exploration,LEC,31,26,18,15,8,9,0,2,1,1,0,1,1,2,115,"van der Berg, Bolanle"
2023,Spring,2023-sp,STAT,207,Data Science Exploration,DIS,4,8,2,4,5,2,1,0,0,0,0,0,1,3,30,"Tremblay, E"
2023,Spring,2023-sp,STAT,207,Data Science Exploration,LEC,63,19,11,10,2,0,0,0,0,0,3,0,3,6,117,"Danforth, Liesbeth"
2023,Spring,2023-sp,STAT,207,Data Science Exploration,LEC,35,28,22,11,2,5,13,0,1,2,0,0,0,4,123,"Tremblay, Eitan"
2024,Fall,2024-fa,STAT,207,Data Science Exploration,DIS,14,12,8,0,1,1,0,3,0,0,0,0,0,2,41,"van der Berg, B"
2024,Fall,2024-fa,STAT,207,Data Science Exploration,LEC,37,57,13,5,7,6,2,1,0,2,10,3,0,7,150,"Tremblay, E"
2024,Fall,2024-fa,STAT,207,Data Science Exploration,LEC,41,26,17,7,5,3,7,3,0,0,3,2,0,4,118,"van der Berg, Bolanle"
2024,Fall,2024-fa,STAT,207,Data Science Exploration,ONL,38,20,22,8,3,0,4,0,0,0,1,4,3,3,106,"Danforth, Liesbeth"
2024,Spring,2024-sp,STAT,207,Data Science Exploration,LCD,25,39,20,6,11,7,1,1,0,3,1,0,0,5,119,"Tremblay, Eitan"
2024,Spring,2024-sp,STAT,207,Data Science Exploration,LEC,44,39,18,5,5,2,0,3,0,0,3,0,2,8,129,"Danforth, Liesbeth"
2024,Spring,2024-sp,STAT,207,Data Science Exploration,LEC,46,29,5,11,13,0,0,3,6,0,0,2,2,5,122,"van der Berg, Bolanle"
2025,Fall,2025-fa,STAT,207,Data Science Exploration,DIS,17,9,7,2,3,5,0,0,3,0,0,2,0,0,48,"Danforth, L"
2025,Fall,2025-fa,STAT,207,Data Science Exploration,DIS,9,9,3,3,3,0,1,1,0,0,0,0,0,1,30,"van der Berg, B"
2025,Fall,2025-fa,STAT,207,Data Science Exploration,LEC,25,16,15,8,3,1,1,4,1,0,0,0,0,3,77,"Danforth, Liesbeth"
2025,Fall,2025-fa,STAT,207,Data Science Exploration,LEC,49,37,16,19,7,3,8,1,0,0,0,0,0,5,145,"van der Berg, Bolanle"
2020,Spring,2020-sp,STAT,212,Biostatistics,DIS,4,10,13,2,4,0,2,2,1,0,0,3,0,2,43,"de la Cruz, N"
2020,Spring,2020-sp,STAT,212,Biostatistics,LEC,57,49,24,11,11,2,2,9,0,3,0,0,0,5,173,"O'Halloran, Alexander"
2020,Spring,2020-sp,STAT,212,Biostatistics,LEC,13,30,16,20,10,5,2,4,0,7,0,0,1,5,113,"de la Cruz, Naledi"
2021,Fall,2021-fa,STAT,212,Biostatistics,LCD,45,47,23,20,6,15,18,0,0,0,6,2,0,3,185,"O'Halloran, Alexander"
2021,Fall,2021-fa,STAT,212,Biostatistics,LEC,18,43,10,10,1,8,3,7,1,3,0,0,0,3,107,"de la Cruz, Naledi"
2021,Spring,2021-sp,STAT,212,Biostatistics,LEC,72,54,14,22,22,14,8,13,2,0,7,0,0,2,230,"O'Halloran, Alexander"
2021,Spring,2021-sp,STAT,212,Biostatistics,LEC,38,49,48,26,31,12,2,2,8,1,4,0,4,4,229,"de la Cruz, N"
2022,Fall,2022-fa,STAT,212,Biostatistics,LCD,56,28,13,21,7,5,5,4,0,0,9,0,0,5,153,"O'Halloran, A"
2022,Spring,2022-sp,STAT,212,Biostatistics,LEC,20,26,11,11,21,9,4,0,0,0,1,0,0,3,106,"de la Cruz, Naledi"
2023,Fall,2023-fa,STAT,212,Biostatistics,LEC,20,36,33,7,17,13,1,6,3,0,0,2,0,4,142,"de la Cruz, Naledi"
2023,Fall,2023-fa,STAT,212,Biostatistics,ONL,30,23,6,7,3,12,5,2,0,9,3,0,5,2,107,"O'Halloran, Alexander"
2023,Spring,2023-sp,STAT,212,Biostatistics,LEC,55,42,23,20,11,4,0,0,2,2,0,0,3,3,165,"O'Halloran, Alexander"
2023,Spring,2023-sp,STAT,212,Biostatistics,LEC,24,26,9,13,8,11,0,1,7,3,0,0,2,1,105,"de la Cruz, Naledi"
2024,Fall,2024-fa,STAT,212,Biostatistics,LEC,57,50,22,29,13,2,11,3,5,0,5,2,1,10,210,"O'Halloran, Alexander"
2024,Spring,2024-sp,STAT,212,Biostatistics,DIS,6,5,10,1,1,3,0,0,0,0,2,0,0,0,28,"de la Cruz, N"
2024,Spring,2024-sp,STAT,212,Biostatistics,LEC,47,60,31,34,24,9,2,0,4,0,0,2,21,3,237,"de la Cruz, Naledi"
2025,Fall,2025-fa,STAT,212,Biostatistics,LEC,43,42,15,18,3,1,0,5,10,2,1,0,0,7,147,"O'Halloran, Alexander"
2025,Fall,2025-fa,STAT,212,Biostatistics,ONL,15,41,22,19,9,12,10,0,0,0,2,2,5,6,143,"de la Cruz, Naledi"
2025,Spring,2025-sp,STAT,212,Biostatistics,LCD,34,57,45,20,7,23,12,0,0,6,4,0,5,5,218,"de la Cruz, Naledi"
2020,Spring,2020-sp,STAT,385,Statistics Programming Methods,ONL,10,46,13,7,8,0,2,0,0,1,0,3,1,2,93,"Castellano, Zoltán"
2021,Fall,2021-fa,STAT,385,Statistics Programming Methods,DIS,4,14,4,2,0,1,0,2,0,0,0,0,0,3,30,"Castellano, Z"
2021,Fall,2021-fa,STAT,385,Statistics Programming Methods,LEC,11,34,2,4,5,0,0,0,2,0,0,0,0,1,59,"Bhattacharya, Oluwaseun"
2021,Fall,2021-fa,STAT,385,Statistics Programming Methods,LEC,8,28,7,0,1,4,0,6,0,0,2,0,2,1,59,"Castellano, Zoltán"
2021,Spring,2021-sp,STAT,385,Statistics Programming Methods,LEC,11,29,8,7,2,3,8,0,1,0,3,0,2,0,74,"Bhattacharya, Oluwaseun"
2021,Spring,2021-sp,STAT,385,Statistics Programming Methods,LEC,6,20,11,2,1,0,0,0,7,0,8,0,0,0,55,"Castellano, Zoltán"
2022,Spring,2022-sp,STAT,385,Statistics Programming Methods,LCD,6,25,10,6,5,1,6,1,0,2,0,0,0,2,64,"Bhattacharya, Oluwaseun"
2022,Spring,2022-sp,STAT,385,Statistics Programming Methods,LCD,8,37,9,2,8,2,0,0,0,0,1,4,0,1,72,"Castellano, Zoltán"
2023,Fall,2023-fa,STAT,385,Statistics Programming Methods,LEC,11,20,8,6,2,0,1,3,2,0,2,0,0,1,56,"Castellano, Zoltán"
2023,Spring,2023-sp,STAT,385,Statistics Programming Methods,DIS,4,13,5,1,2,0,0,2,0,0,0,1,0,0,28,"Castellano, Z"
2023,Spring,2023-sp,STAT,385,Statistics Programming Methods,LEC,24,34,15,4,6,4,0,0,7,1,2,0,5,4,106,"Bhattacharya, Oluwaseun"
2023,Spring,2023-sp,STAT,385,Statistics Programming Methods,LEC,18,36,10,4,5,4,0,0,0,0,2,0,1,1,81,"Castellano, Zoltán"
2024,Spring,2024-sp,STAT,385,Statistics Programming Methods,DIS,5,14,3,3,1,0,2,0,0,0,0,1,0,1,30,"Bhattacharya, Oluwaseun"
2024,Spring,2024-sp,STAT,385,Statistics Programming Methods,LEC,14,53,12,9,12,2,4,0,0,0,0,0,3,2,111,"Bhattacharya, Oluwaseun"
2025,Fall,2025-fa,STAT,385,Statistics Programming Methods,LCD,11,39,12,5,4,1,2,2,2,0,0,0,0,3,81,"Bhattacharya, Oluwaseun"
2025,Spring,2025-sp,STAT,385,Statistics Programming Methods,LEC,17,30,10,4,15,0,0,0,0,0,1,0,1,3,81,"Bhattacharya, Oluwaseun"
2020,Fall,2020-fa,STAT,400,Statistics and Probability I,LEC,22,41,38,7,18,0,11,8,4,2,3,3,1,2,160,"Oyelaran, William"
2020,Spring,2020-sp,STAT,400,Statistics and Probability I,LEC,38,77,31,31,11,8,0,7,20,10,3,1,0,11,248,"Oyelaran, William"
2021,Fall,2021-fa,STAT,400,Statistics and Probability I,LEC,24,25,17,12,20,11,5,5,1,1,1,6,0,7,135,"Ibáñez, Liesbeth"
2021,Spring,2021-sp,STAT,400,Statistics and Probability I,LEC,13,50,33,17,25,24,0,9,2,5,6,12,0,4,200,"Oyelaran, William"
2022,Fall,2022-fa,STAT,400,Statistics and Probability I,LCD,31,41,26,13,12,0,1,12,13,1,0,7,1,3,161,"Ibanez, Liesbeth"
2022,Fall,2022-fa,STAT,400,Statistics and Probability I,LEC,1,28,6,18,17,19,15,6,5,1,0,0,3,0,119,"Oyelaran, William"
2023,Spring,2023-sp,STAT,400,Statistics and Probability I,LEC,26,48,23,18,31,6,4,17,4,9,8,5,11,5,215,"Ibáñez, Liesbeth"
2023,Spring,2023-sp,STAT,400,Statistics and Probability I,LEC,37,54,49,33,28,25,11,14,8,10,0,0,12,14,295,"Oyelaran, William"
2024,Fall,2024-fa,STAT,400,Statistics and Probability I,LEC,25,52,32,27,21,15,10,19,11,1,4,0,1,4,222,"Ibáñez, L"
2024,Fall,2024-fa,STAT,400,Statistics and Probability I,LEC,26,45,31,21,23,3,5,0,5,7,5,7,2,4,184,"Oyelaran, William"
2024,Spring,2024-sp,STAT,400,Statistics and Probability I,LEC,17,38,10,17,10,13,9,5,6,0,6,5,0,3,139,"Ibáñez, Liesbeth"
2024,Spring,2024-sp,STAT,400,Statistics and Probability I,LEC,13,26,27,26,12,16,0,12,9,13,8,2,0,2,166,"Oyelaran, William"
2025,Spring,2025-sp,STAT,400,Statistics and Probability I,DIS,3,6,5,7,2,5,0,1,0,0,0,1,1,0,31,"N'Diaye, T"
2025,Spring,2025-sp,STAT,400,Statistics and Probability I,LEC,0,46,34,43,16,15,6,0,0,0,0,2,15,10,187,"Oyelaran, W"
2020,Spring,2020-sp,STAT,408,Actuarial Statistics I,DIS,3,7,2,5,4,4,0,1,5,1,1,0,0,1,34,"Kealoha, A"
2020,Spring,2020-sp,STAT,408,Actuarial Statistics I,LEC,4,14,7,8,5,5,0,2,5,0,3,0,0,2,55,"Kealoha, Ayşe"
2021,Fall,2021-fa,STAT,408,Actuarial Statistics I,LEC,3,6,16,5,7,13,0,2,2,0,7,0,5,6,72,"Kealoha, Ayşe"
2021,Spring,2021-sp,STAT,408,Actuarial Statistics I,LEC,5,9,5,2,1,6,6,3,3,0,4,2,6,2,54,"Kealoha, Ayşe"
2022,Fall,2022-fa,STAT,408,Actuarial Statistics I,LEC,4,10,7,1,3,1,0,3,5,0,1,0,1,0,36,"Kealoha, Ayşe"
2023,Spring,2023-sp,STAT,408,Actuarial Statistics I,LEC,2,8,4,7,4,8,8,7,9,3,0,1,0,3,64,"Kealoha, Ayşe"
2024,Fall,2024-fa,STAT,408,Actuarial Statistics I,DIS,2,4,2,3,3,1,1,1,2,0,3,0,1,0,23,"Matsuda, P"
2024,Fall,2024-fa,STAT,408,Actuarial Statistics I,LEC,1,10,8,4,3,5,1,6,1,0,0,1,3,1,44,"Kealoha, Ayşe"
2020,Spring,2020-sp,STAT,409,Actuarial Statistics II,LEC,25,11,8,9,12,7,4,10,1,1,8,1,4,4,105,"O'Halloran, Alexander"
2021,Fall,2021-fa,STAT,409,Actuarial Statistics II,DIS,5,8,1,6,6,0,2,3,1,2,0,0,1,0,35,"Matsuda, P"
2021,Fall,2021-fa,STAT,409,Actuarial Statistics II,LEC,17,17,11,9,14,5,0,6,0,1,0,0,6,4,90,"Bhattacharya, Oluwaseun"
2021,Fall,2021-fa,STAT,409,Actuarial Statistics II,LEC,14,17,17,13,22,11,6,11,0,8,0,9,0,5,133,"Grimaldi, Geoffrey"
2021,Fall,2021-fa,STAT,409,Actuarial Statistics II,LEC,24,14,13,7,9,5,2,9,2,0,11,0,0,4,100,"O'Halloran, Alexander"
2021,Spring,2021-sp,STAT,409,Actuarial Statistics II,LCD,8,21,15,3,15,9,2,0,0,0,6,0,0,3,82,"Grimaldi, Geoffrey"
2021,Spring,2021-sp,STAT,409,Actuarial Statistics II,LCD,18,27,18,2,12,4,7,4,1,0,2,0,0,4,99,"O'Halloran, Alexander"
2022,Fall,2022-fa,STAT,409,Actuarial Statistics II,LCD,8,12,3,10,12,7,0,6,2,0,7,5,0,2,74,"Bhattacharya, Oluwaseun"
2022,Fall,2022-fa,STAT,409,Actuarial Statistics II,LCD,20,7,8,9,4,4,5,5,0,1,2,3,2,3,73,"O'Halloran, Alexander"
2022,Spring,2022-sp,STAT,409,Actuarial Statistics II,LCD,9,16,7,7,7,13,6,3,4,0,3,0,4,3,82,"Grimaldi, Geoffrey"
2022,Spring,2022-sp,STAT,409,Actuarial Statistics II,LEC,21,18,13,1,24,6,7,13,1,0,3,14,2,3,126,"O'Halloran, Alexander"
2023,Fall,2023-fa,STAT,409,Actuarial Statistics II,DIS,2,4,4,1,2,0,2,0,0,0,3,1,0,0,19,"N'Diaye, T"
2023,Fall,2023-fa,STAT,409,Actuarial Statistics II,DIS,8,3,3,0,3,1,1,2,2,0,1,0,0,0,24,"O'Halloran, A"
2023,Fall,2023-fa,STAT,409,Actuarial Statistics II,LEC,17,22,14,5,14,11,5,7,0,0,1,2,1,6,105,"Bhattacharya, Oluwaseun"
2023,Fall,2023-fa,STAT,409,Actuarial Statistics II,LEC,24,20,4,13,17,3,6,3,4,5,4,0,3,4,110,"O'Halloran, Alexander"
2023,Spring,2023-sp,STAT,409,Actuarial Statistics II,LCD,14,7,12,8,10,3,3,6,0,0,1,0,5,3,72,"Grimaldi, Geoffrey"
2023,Spring,2023-sp,STAT,409,Actuarial Statistics II,LEC,10,18,12,13,15,10,9,2,7,7,1,0,5,7,116,"Bhattacharya, Oluwaseun"
2024,Spring,2024-sp,STAT,409,Actuarial Statistics II,LCD,15,15,7,9,5,6,4,3,0,2,1,3,0,2,72,"Bhattacharya, Oluwaseun"
2024,Spring,2024-sp,STAT,409,Actuarial Statistics II,LEC,17,20,15,3,7,8,7,4,6,0,0,0,1,1,89,"O'Halloran, Alexander"
2025,Fall,2025-fa,STAT,409,Actuarial Statistics II,LEC,8,16,3,7,2,10,0,5,4,0,2,1,6,2,66,"Bhattacharya, Oluwaseun"
2025,Fall,2025-fa,STAT,409,Actuarial Statistics II,LEC,16,18,13,6,9,11,3,2,0,5,3,1,0,3,90,"O'Halloran, A"
2025,Spring,2025-sp,STAT,409,Actuarial Statistics II,LCD,9,18,10,7,5,10,2,5,0,2,4,5,2,0,79,"Bhattacharya, Oluwaseun"
2020,Fall,2020-fa,STAT,410,Statistics and Probability II,LEC,7,11,12,8,9,9,1,1,7,0,0,1,1,0,67,"de la Cruz, Naledi"
2020,Spring,2020-sp,STAT,410,Statistics and Probability II,LEC,10,14,3,4,1,1,2,0,2,0,0,9,1,0,47,"Haruna, J"
2020,Spring,2020-sp,STAT,410,Statistics and Probability II,LEC,13,24,9,18,17,11,4,1,2,0,6,0,0,2,107,"de la Cruz, Naledi"
2021,Fall,2021-fa,STAT,410,Statistics and Probability II,LEC,0,14,12,4,1,5,4,2,1,3,7,1,0,1,55,"de la Cruz, N"
2021,Fall,2021-fa,STAT,410,Statistics and Probability II,ONL,18,6,3,4,3,0,4,9,2,5,3,3,3,4,67,"Haruna, James"
2021,Spring,2021-sp,STAT,410,Statistics and Probability II,LCD,20,6,7,7,9,4,3,4,1,1,1,0,1,1,65,"Haruna, J"
2022,Fall,2022-fa,STAT,410,Statistics and Probability II,ONL,9,23,6,2,6,11,3,1,0,4,3,0,7,2,77,"de la Cruz, Naledi"
2022,Spring,2022-sp,STAT,410,Statistics and Probability II,LEC,15,16,7,9,4,1,1,2,3,0,0,5,0,0,63,"Haruna, James"
2023,Fall,2023-fa,STAT,410,Statistics and Probability II,LEC,21,19,1,16,13,9,7,1,1,2,6,3,1,2,102,"Haruna, James"
2023,Fall,2023-fa,STAT,410,Statistics and Probability II,LEC,11,26,9,12,14,2,0,2,0,6,7,1,4,2,96,"de-la-Cruz, Naledi"
2024,Fall,2024-fa,STAT,410,Statistics and Probability II,DIS,4,4,2,1,3,0,2,0,0,0,0,0,3,1,20,"de la Cruz, N"
2024,Fall,2024-fa,STAT,410,Statistics and Probability II,LEC,6,10,13,6,5,2,2,0,9,0,0,5,0,2,60,"de-la-Cruz, Naledi"
2024,Spring,2024-sp,STAT,410,Statistics and Probability II,DIS,6,1,1,1,1,0,0,1,0,3,0,0,0,0,14,"Haruna, J"
2024,Spring,2024-sp,STAT,410,Statistics and Probability II,LEC,20,6,4,3,6,3,3,1,1,3,3,0,1,2,56,"Haruna, James"
2025,Fall,2025-fa,STAT,410,Statistics and Probability II,LEC,10,18,14,1,7,8,4,0,0,3,1,0,1,0,67,"de la Cruz, Naledi"
2020,Fall,2020-fa,STAT,420,Methods of Applied Statistics,LEC,26,57,19,4,10,1,0,0,0,0,4,0,0,5,126,"Tremblay, Eitan"
2020,Spring,2020-sp,STAT,420,Methods of Applied Statistics,DIS,7,9,4,0,7,0,2,1,3,0,1,0,5,3,42,"Matsuda, P"
2020,Spring,2020-sp,STAT,420,Methods of Applied Statistics,LEC,25,30,14,6,8,8,3,2,5,0,0,3,3,3,110,"Tremblay, E"
2021,Fall,2021-fa,STAT,420,Methods of Applied Statistics,LEC,15,26,11,7,3,0,1,1,0,3,0,0,0,3,70,"Tremblay, E"
2022,Spring,2022-sp,STAT,420,Methods of Applied Statistics,LCD,20,23,11,10,5,0,1,3,0,2,0,0,1,4,80,"Tremblay, Eitan"
2023,Spring,2023-sp,STAT,420,Methods of Applied Statistics,LEC,22,41,8,10,14,0,7,0,0,0,2,0,4,2,110,"Tremblay, Eitan"
2024,Fall,2024-fa,STAT,420,Methods of Applied Statistics,LEC,36,32,15,5,6,2,3,1,2,0,2,0,0,1,105,"Tremblay, Eitan"
2020,Fall,2020-fa,STAT,425,Statistical Modeling I,LEC,25,11,7,2,4,3,2,0,4,0,0,0,0,1,59,"Haruna, James"
2020,Spring,2020-sp,STAT,425,Statistical Modeling I,LCD,19,34,12,9,10,5,0,0,5,0,3,1,6,4,108,"Tremblay, Eitan"
2020,Spring,2020-sp,STAT,425,Statistical Modeling I,LEC,14,8,4,9,5,0,0,1,0,0,0,1,0,1,43,"Haruna, James"
2021,Spring,2021-sp,STAT,425,Statistical Modeling I,LEC,24,7,7,8,3,2,0,4,1,3,0,6,1,1,67,"Haruna, James"
2021,Spring,2021-sp,STAT,425,Statistical Modeling I,LEC,14,15,9,7,3,6,3,0,0,1,1,0,0,1,60,"Tremblay, Eitan"
2022,Fall,2022-fa,STAT,425,Statistical Modeling I,DIS,14,5,6,1,0,1,0,0,0,0,0,0,0,2,29,"Haruna, J"
2022,Fall,2022-fa,STAT,425,Statistical Modeling I,LEC,25,19,7,9,0,0,2,0,0,1,0,3,2,2,70,"Haruna, James"
2022,Spring,2022-sp,STAT,425,Statistical Modeling I,DIS,4,2,1,1,3,0,1,2,0,0,0,1,0,0,15,"Haruna, J"
2022,Spring,2022-sp,STAT,425,Statistical Modeling I,DIS,5,4,5,2,0,2,0,0,0,0,0,0,0,0,18,"N'Diaye, T"
2022,Spring,2022-sp,STAT,425,Statistical Modeling I,LEC,35,22,11,6,7,2,0,0,0,0,0,1,0,2,86,"Haruna, James"
2022,Spring,2022-sp,STAT,425,Statistical Modeling I,LEC,14,17,4,9,6,3,2,2,2,3,2,0,1,4,69,"Tremblay, Eitan"
2023,Spring,2023-sp,STAT,425,Statistical Modeling I,LEC,8,12,11,5,4,4,2,0,0,0,0,0,0,1,47,"Haruna, J"
2023,Spring,2023-sp,STAT,425,Statistical Modeling I,LEC,16,24,2,4,2,4,0,3,4,3,1,0,2,0,65,"Tremblay, Eitan"
2024,Fall,2024-fa,STAT,425,Statistical Modeling I,LEC,21,25,5,7,5,3,2,0,7,6,0,0,3,4,88,"Haruna, James"
2024,Fall,2024-fa,STAT,425,Statistical Modeling I,LEC,21,18,3,6,5,4,1,1,3,0,4,0,4,1,71,"Tremblay, E"
